Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_northing,UTM_easting,UTC,Zone,Letter
1676051717.250316,0,64517,0,GPS1_FRAME,1.0388,-11.921588333333334,1.5,25.0,174811.63066938124,114969.14720600926,175517.0,29,N
1676051718.251366,0,64518,0,GPS1_FRAME,1.0388016666666666,-11.92159,1.5,25.0,174811.44516926247,114969.33183636884,175518.0,29,N
1676051719.2499573,0,64519,0,GPS1_FRAME,1.0388016666666666,-11.92159,1.5,25.0,174811.44516926247,114969.33183636884,175519.0,29,N
1676051720.2490814,0,64520,0,GPS1_FRAME,1.0388,-11.921581666666667,1.5,24.8,174812.37335255212,114969.14651883123,175520.0,29,N
1676051721.2474499,0,64521,0,GPS1_FRAME,1.0388,-11.921576666666665,1.5,24.6,174812.930364926,114969.14600344872,175521.0,29,N
1676051722.2482345,0,64522,0,GPS1_FRAME,1.0388,-11.921574999999999,1.5,24.6,174813.1160357186,114969.14583165475,175522.0,29,N
1676051723.2500136,0,64523,0,GPS1_FRAME,1.0388,-11.921574999999999,1.5,24.6,174813.1160357186,114969.14583165475,175523.0,29,N
1676051724.2483437,0,64524,0,GPS1_FRAME,1.0387983333333333,-11.921571666666667,1.5,24.7,174813.4872066254,114968.96102950534,175524.0,29,N
1676051725.2465906,0,64525,0,GPS1_FRAME,1.0387966666666666,-11.921568333333333,1.7,24.6,174813.85837753455,114968.77622735739,175525.0,29,N
1676051726.2457702,0,64526,0,GPS1_FRAME,1.0387966666666666,-11.921570000000001,2.2,24.6,174813.67270674562,114968.77639915042,175526.0,29,N
1676051727.2451591,0,64527,0,GPS1_FRAME,1.0387966666666666,-11.921570000000001,2.2,24.6,174813.67270674562,114968.77639915042,175527.0,29,N
1676051728.2437408,0,64528,0,GPS1_FRAME,1.0387966666666666,-11.921566666666667,2.2,24.5,174814.04404832592,114968.77605556445,175528.0,29,N
1676051729.2485178,0,64529,0,GPS1_FRAME,1.038795,-11.921565,2.2,24.4,174814.22954844323,114968.59142521097,175529.0,29,N
1676051730.2409806,0,64530,0,GPS1_FRAME,1.038795,-11.921563333333333,2.3,24.3,174814.4152192314,114968.59125341852,175530.0,29,N
1676051731.2424536,0,64531,0,GPS1_FRAME,1.0387933333333335,-11.921558333333333,2.2,24.2,174814.9720609294,114968.40627948215,175531.0,29,N
1676051732.2426755,0,64532,0,GPS1_FRAME,1.0387933333333335,-11.921558333333333,2.2,24.2,174814.9720609294,114968.40627948215,175532.0,29,N
1676051733.2406332,0,64533,0,GPS1_FRAME,1.0387933333333335,-11.921556666666667,2.2,24.1,174815.15773171652,114968.40610769036,175533.0,29,N
1676051734.2390816,0,64534,0,GPS1_FRAME,1.0387916666666668,-11.921553333333332,2.2,24.1,174815.528902623,114968.22130554836,175534.0,29,N
1676051735.2402024,0,64535,0,GPS1_FRAME,1.0387933333333335,-11.921553333333332,2.2,24.1,174815.5290732928,114968.40576410708,175535.0,29,N
1676051736.2392175,0,64536,0,GPS1_FRAME,1.0387933333333335,-11.921553333333332,2.2,24.1,174815.5290732928,114968.40576410708,175536.0,29,N
1676051737.239819,0,64537,0,GPS1_FRAME,1.0387916666666668,-11.92155,2.2,24.0,174815.9002441984,114968.22096196603,175537.0,29,N
1676051738.2376516,0,64538,0,GPS1_FRAME,1.0387916666666668,-11.92155,2.2,24.0,174815.9002441984,114968.22096196603,175538.0,29,N
1676051739.2384255,0,64539,0,GPS1_FRAME,1.0387916666666668,-11.92155,2.2,24.0,174815.9002441984,114968.22096196603,175539.0,29,N
1676051740.252172,0,64540,0,GPS1_FRAME,1.0387916666666668,-11.92155,2.2,24.0,174815.9002441984,114968.22096196603,175540.0,29,N
1676051741.23685,0,64541,0,GPS1_FRAME,1.0387899999999999,-11.921551666666666,2.2,24.0,174815.71440274,114968.03667519864,175541.0,29,N
1676051742.2523901,0,64542,0,GPS1_FRAME,1.0387916666666668,-11.92155,2.2,24.0,174815.9002441984,114968.22096196603,175542.0,29,N
